Time, Volt(pu),Ang(Deg),Status
122.0,1.0107052222633086,16.972619793190034,Low Load
118.0,1.0073122618754824,17.02832583934672,Low Load
3.0,0.9079722413478702,-30.679330023999643,High Load
66.0,0.9825599230402499,-8.898649800230848,Generator down
31.0,0.9106706788905108,-32.96700819425385,High Load
78.0,0.9146950111584867,-29.855473832066757,High Load
130.0,1.0087685193494964,17.27864215017486,Low Load
13.0,0.90344105460299,-34.026385206998455,High Load
190.0,0.9820702537391272,12.7977801635495,Line Down
110.0,1.0114267584063157,16.496590547349346,Low Load
79.0,0.9829964705803298,-8.576808801487097,Generator down
93.0,0.9829538381198751,-8.199082463541021,Generator down
145.0,0.905348273271867,-35.06469605698148,High Load
72.0,0.9830571474277336,-8.405696209410712,Generator down
89.0,1.0090359755771798,16.62279912418076,Low Load
188.0,1.010405702634361,16.991347588723933,Low Load
6.0,0.98186191652603,12.400535638621808,Line Down
60.0,0.9832785000326794,-8.007961191731033,Generator down
189.0,1.0102559164059866,16.88837852430796,Low Load
176.0,0.9832212276999052,-7.9645976486694146,Generator down
158.0,1.01255959576885,16.269441083579878,Low Load
46.0,0.982442398357444,-9.146349122346338,Generator down
28.0,0.9821084674004241,12.418280327453838,Line Down
200.0,0.9820251185655362,11.881531155872583,Line Down
134.0,0.9824221364194557,-9.034261831982116,Generator down
95.0,0.9818616946776707,11.400391059053081,Line Down
39.0,0.8998504656269316,-33.67026154431484,High Load
69.0,0.8991759408380134,-31.89941078360424,High Load
5.0,0.9825697477053743,-8.694307661217092,Generator down
30.0,0.9051739594535566,-32.517401920610595,High Load
131.0,0.90480339924503,-30.28593347198767,High Load
27.0,0.9818237652619245,11.98635749371466,Line Down
70.0,0.9830959156976663,-8.194514057399275,Generator down
143.0,0.9820157897492824,12.443206763834617,Line Down
35.0,0.9065115731448394,-31.780560166223008,High Load
43.0,1.0140739932163434,16.809611947116053,Low Load
137.0,1.0138742243745609,17.404626023171605,Low Load
199.0,0.9827025995662931,-8.849670854921937,Generator down
8.0,0.8949086128008227,-36.8081517200943,High Load
155.0,0.9824988333265637,-8.656484461371184,Generator down
187.0,0.9820991483683137,12.060964872341096,Line Down
112.0,1.0096195012766533,17.417139743232244,Low Load
48.0,0.9045183657523526,-30.705618373193794,High Load
157.0,1.0117853582012817,16.683701016725532,Low Load
105.0,0.982075918803152,11.294843848631693,Line Down
139.0,0.9066747501713032,-32.42590783402149,High Load
51.0,0.9819199468728779,10.412493346162982,Line Down
111.0,0.8902263066880421,-35.462547113912755,High Load
169.0,1.0106145148723862,16.15357693102313,Low Load
64.0,0.9819952895634712,11.212900606520336,Line Down
174.0,0.9077985984402005,-32.98744753607577,High Load
54.0,1.0118313905303158,16.28115938240211,Low Load
94.0,0.982018320293633,11.68641551004977,Line Down
141.0,1.0111756567127774,17.719467014969226,Low Load
15.0,0.9829679076368418,-8.244420437298807,Generator down
96.0,0.9826490146202649,-8.6785882230941,Generator down
144.0,0.9832042685052623,-7.954186806596215,Generator down
107.0,1.0109555446128473,15.9386501347582,Low Load
52.0,0.981920824554612,12.74900207088246,Line Down
1.0,0.899657238560389,-35.43039503831376,High Load
21.0,0.9828795615576539,-8.376521890658292,Generator down
68.0,0.9825696801318851,-8.696008147379978,Generator down
175.0,0.9824700931532698,-8.840212923723447,Generator down
80.0,1.0123806291290123,16.873232324728026,Low Load
127.0,0.9819453814989942,12.32788128676575,Line Down
88.0,0.9024471807983862,-36.0104822841231,High Load
10.0,1.0100117619072515,17.73967000372105,Low Load
135.0,1.0093784747625687,17.743249537303345,Low Load
58.0,0.9051116314099729,-32.73561007227244,High Load
115.0,0.9012738227764031,-33.20743462952639,High Load
164.0,1.012156568344826,17.46068550136771,Low Load
193.0,0.8981422369475113,-32.917097664069495,High Load
36.0,0.9819287146588923,12.271411290943464,Line Down
7.0,1.0136159740412094,16.951851083398704,Low Load
42.0,0.9831873779030947,-8.006030062243834,Generator down
49.0,0.9831362478679264,-8.193508756214587,Generator down
120.0,0.9821036216145418,11.363190285685777,Line Down
191.0,0.897639334343457,-33.494362286736646,High Load
83.0,0.9036188265167189,-32.41290278521101,High Load
166.0,1.0131749486023904,16.854702587319736,Low Load
19.0,0.9819704471881006,12.537931598006907,Line Down
16.0,0.9820226502329841,11.562618562337358,Line Down
71.0,1.0114148644630705,16.98796190540145,Low Load
92.0,0.9828431754356552,-8.369887471061102,Generator down
124.0,0.9819924399596062,-9.409064961799938,Generator down
67.0,0.9831783109191361,-8.152924244341536,Generator down
149.0,0.9818904002756962,11.271249495326996,Line Down
44.0,1.0132851316587699,17.7075090130292,Low Load
2.0,0.9072542248315476,-33.65576874055626,High Load
97.0,0.9819756714952432,12.67374047454187,Line Down
192.0,0.9828812370596895,-8.459495630561493,Generator down
160.0,1.011376138344334,17.256253294791904,Low Load
99.0,0.9009266174598842,-36.18784090422282,High Load
161.0,1.013061091402928,16.29067942661428,Low Load
37.0,0.9030049656629248,-31.52846301032453,High Load
125.0,1.0113856675970927,17.4462559857708,Low Load
123.0,1.0138252161710801,17.61076384838832,Low Load
74.0,0.9820500029277617,11.088568514942207,Line Down
129.0,1.0097349239355689,17.090816185963725,Low Load
133.0,0.9825499656066875,-8.80531994671417,Generator down
179.0,0.9818534262772862,11.068835931017567,Line Down
45.0,0.9829064830843579,-8.22159332788087,Generator down
9.0,0.9818416357384507,11.90755804371061,Line Down
101.0,0.9830964033275512,-8.202562067291133,Generator down
185.0,0.9152471301561951,-31.093096173423834,High Load
98.0,0.982596905376301,-8.781879226739237,Generator down
81.0,1.0136149938979107,16.810576648687963,Low Load
87.0,0.9819156925845736,12.742149879377715,Line Down
24.0,0.982193693308024,-9.408998353795164,Generator down
172.0,0.900913861015253,-35.337948251318274,High Load
183.0,0.8967188233882898,-34.31058274142034,High Load
181.0,0.8983321365199757,-31.647076640605707,High Load
148.0,0.9817319153090165,12.38673137527027,Line Down
17.0,0.9825590298468103,-8.846450303582921,Generator down
32.0,1.0151717136569147,17.094505318516944,Low Load
146.0,0.9831428178474357,-8.316452211135434,Generator down
171.0,0.982090773241892,11.503992384259048,Line Down
50.0,0.8886553366059506,-35.2189158687373,High Load
59.0,0.9819246034426832,12.813617245301074,Line Down
47.0,1.0114651488788684,16.871533981329087,Low Load
65.0,0.9833181937253583,-7.851879831260727,Generator down
73.0,0.9057645575872234,-33.42412682343994,High Load
119.0,1.0094525570480892,16.869668934015735,Low Load
159.0,1.009720430093259,17.81552790840055,Low Load
136.0,1.0128069320004451,16.777166922094025,Low Load
90.0,0.9821444209085246,-9.231164738785164,Generator down
170.0,1.014408307242305,16.39858252168365,Low Load
53.0,0.9830324139003754,-8.208299063141174,Generator down
195.0,1.0097982530743959,17.67721847962854,Low Load
153.0,0.9065564997532509,-31.618906835034704,High Load
103.0,0.8982693575094106,-33.18382609790292,High Load
77.0,0.9821900264321808,-9.440034510077432,Generator down
180.0,1.0146337702972064,16.698764326346943,Low Load
150.0,0.9006773632887045,-31.59918922897577,High Load
41.0,1.0129948385637373,17.328502240898462,Low Load
178.0,0.9820185587588084,12.409313455931665,Line Down
182.0,0.9055346041080413,-30.54706018655213,High Load
151.0,0.9827391778551732,-8.79424752609411,Generator down
82.0,0.91437365925646,-30.80957417807009,High Load
162.0,0.9833343972107845,-7.896789786111972,Generator down
165.0,1.009444692317708,17.596897455118746,Low Load
23.0,0.9832803946597762,-7.850314464977172,Generator down
26.0,0.9078545427929154,-31.86723980960443,High Load
113.0,1.0135418844321828,16.53145675175421,Low Load
34.0,0.9025758527613418,-31.278324639095345,High Load
108.0,0.9820457603751342,10.812599191270131,Line Down
117.0,0.983243643728466,-7.919814065140991,Generator down
106.0,0.9818977188009387,13.266485658883038,Line Down
152.0,1.0105070950284372,17.495829717192297,Low Load
147.0,0.9820466774903698,12.363479592874445,Line Down
109.0,0.9820998234636459,12.432036144505757,Line Down
75.0,0.9821039902058517,-9.121850534653856,Generator down
25.0,0.982191734081959,11.56913702310411,Line Down
76.0,0.9824309930522968,-9.145185871119105,Generator down
22.0,0.8941264484271105,-32.97076761751352,High Load
156.0,0.9824347159431324,-8.791522381646839,Generator down
85.0,0.9006541696341034,-32.84375327462144,High Load
184.0,0.916078030236522,-31.6249505658872,High Load
132.0,0.9819818666138911,11.838292690093775,Line Down
57.0,1.0076951131075214,16.618377877085823,Low Load
