Time, Volt(pu),Ang(Deg),Status
122.0,0.997270370923449,7.692523461985841,Low Load
118.0,0.9946135211447031,7.7579840264505995,Low Load
3.0,0.8517367521376791,-25.62748142840882,High Load
66.0,0.9776990138300417,-9.863624782232531,Generator down
31.0,0.8556553439720274,-27.597890198326066,High Load
78.0,0.8691712256041633,-25.442087078402842,High Load
130.0,0.9966415286391452,7.521665104561158,Low Load
13.0,0.8442729971281343,-28.49501682007144,High Load
190.0,0.9464095492234049,-7.255964134922274,Line Down
110.0,0.9913913465419261,7.058707378983188,Low Load
79.0,0.9764832471521961,-10.04772029156884,Generator down
93.0,0.978316397714034,-9.434600724691219,Generator down
145.0,0.8349328500751302,-28.958984683326207,High Load
72.0,0.9773786677762576,-9.761171908707627,Generator down
89.0,0.9981301070013556,7.417000317314307,Low Load
188.0,0.9934745767507216,7.610482537626083,Low Load
6.0,0.9444738699541466,-7.823713094690192,Line Down
60.0,0.9778711632885911,-9.481452483469049,Generator down
189.0,0.9939153055064115,7.640490033599025,Low Load
176.0,0.9773965081935074,-9.57304447015461,Generator down
158.0,0.9931950729954827,6.8079874781062095,Low Load
46.0,0.976828985814291,-10.172170964203461,Generator down
28.0,0.9458081320770106,-7.471971891942271,Line Down
200.0,0.9435474005740279,-8.076373176119235,Line Down
134.0,0.9780175243777453,-9.8337989775019,Generator down
95.0,0.9439325785072525,-8.246699260490045,Line Down
39.0,0.8488979592954415,-27.256961499076414,High Load
69.0,0.8456639951823395,-27.333843262694018,High Load
5.0,0.977324678804868,-9.86872403461311,Generator down
30.0,0.8582422208963226,-26.506715913499857,High Load
131.0,0.8693830134622972,-25.995907434695383,High Load
27.0,0.9433094422684875,-8.178544716664769,Line Down
70.0,0.9786263686795461,-9.365374379500784,Generator down
143.0,0.9461849775430525,-7.444783836028852,Line Down
35.0,0.8537916920221457,-26.17586229090564,High Load
43.0,0.9919306923017113,7.225520161570212,Low Load
137.0,0.9971568241723673,7.634207773591662,Low Load
199.0,0.9767785145687146,-10.075421866469798,Generator down
8.0,0.8265132429466411,-30.14526946096246,High Load
155.0,0.9784967287753206,-9.560345253812837,Generator down
187.0,0.947084346811743,-7.37759384386712,Line Down
